tweet.id	majority_polarity
936632652	neg
936632987	neg
936633031	neg
936633244	neg
936633514	neg
936633712	neg
936634469	neg
936634671	neg
936634695	neg
936634981	neg
936635130	neg
936635301	neg
936636174	neg
936636432	neg
936637028	neg
936638802	neg
936639669	neg
936640308	neg
936641856	neg
936643125	neg
936644510	neg
936644998	neg
936645719	neg
936645958	neg
936646945	neg
936647114	neg
936647381	neg
936647887	neg
936648824	neg
936648912	neg
936649010	neg
936650349	neg
936650520	neg
936650548	neg
936650564	neg
936650614	neg
936650745	neg
936650749	neg
936650800	neg
936650850	neg
936650868	neg
936650885	neg
936650895	neg
936650964	neg
936651069	neg
936651097	neg
936651218	neg
936651275	neg
936651288	neg
936651340	neg
936651425	neg
936651430	neg
936651446	neg
936651485	neg
936651586	neg
936651607	neg
936651665	neg
936651691	neg
936651712	neg
936651759	neg
936651819	neg
936651842	neg
936651934	neg
936652032	neg
936652084	neg
936652092	neg
936652104	neg
936652125	neg
936652126	neg
936652220	neg
936652278	neg
936652327	neg
936652423	neg
936652532	neg
936652604	neg
936652682	neg
936652737	neg
936652754	neg
936652805	neg
936652810	neg
936652829	neg
936652893	neg
936652955	neg
936652976	neg
936653081	neg
936653118	neg
936653121	neg
936653204	neg
936653235	neg
936653271	neg
936653311	neg
936653427	neg
936653572	neg
936653573	neg
936653579	neg
936653598	neg
936653607	neg
936653674	neg
936653700	neg
936653778	neg
936653819	neg
936653859	neg
936653933	neg
936654004	neg
936654047	neg
936654093	neg
936654131	neg
936654171	neg
936654360	neg
936654420	neg
936654473	neg
936654690	neg
936654719	neg
936654760	neg
936654825	neg
936654951	neg
936655000	neg
936655002	neg
936655016	neg
936655026	neg
936655066	neg
936655353	neg
936655396	neg
936655417	neg
936655592	neg
936655778	neg
936655882	neg
936655947	neg
936655950	neg
936655979	neg
936656006	neg
936656153	neg
936656291	neg
936656294	neg
936656378	neg
936656380	neg
936656498	neg
936656633	neg
936656697	neg
936656711	neg
936656814	neg
936656842	neg
936656925	neg
936656950	neg
936657006	neg
936657271	neg
936657469	neg
936657481	neg
936657485	neg
936657745	neg
936657757	neg
936657835	neg
936657844	neg
936657994	neg
936658024	neg
936658030	neg
936658056	neg
936658126	neg
936658154	neg
936658204	neg
936658385	neg
936658438	neg
936658446	neg
936658536	neg
936658653	neg
936658671	neg
936658766	neg
936658826	neg
936658880	neg
936658977	neg
936658992	neg
936659213	neg
936659216	neg
936659265	neg
936659309	neg
936659350	neg
936659362	neg
936659389	neg
936659431	neg
936659491	neg
936659521	neg
936659524	neg
936659651	neg
936659769	neg
936659806	neg
936659831	neg
936659863	neg
936659934	neg
936659941	neg
936659970	neg
936660041	neg
936660091	neg
936660457	neg
936660462	neg
936660537	neg
936660558	neg
936660719	neg
936660728	neg
936660854	neg
936660912	neg
936660964	neg
936660978	neg
936661030	neg
936661155	neg
936661200	neg
936661201	neg
936661216	neg
936661370	neg
936661391	neg
936661431	neg
936661438	neg
936661484	neg
936661485	neg
936661598	neg
936661720	neg
936661779	neg
936661877	neg
936661940	neg
936661945	neg
936661983	neg
936662101	neg
936662102	neg
936662117	neg
936662159	neg
936662184	neg
936662195	neg
936662196	neg
936662268	neg
936662272	neg
936662283	neg
936662294	neg
936662332	neg
936662358	neg
936662378	neg
936662409	neg
936662447	neg
936662462	neg
936662466	neg
936662552	neg
936662556	neg
936662584	neg
936662675	neg
936662677	neg
936662730	neg
936662736	neg
936662743	neg
936662760	neg
936662762	neg
936662793	neg
936662844	neg
936662863	neg
936662888	neg
936662913	neg
936662926	neg
936662960	neg
936662961	neg
936663025	neg
936663043	neg
936663048	neg
936663049	neg
936663074	neg
936663081	neg
936663093	neg
936663119	neg
936663133	neg
936663148	neg
936663207	neg
936663222	neg
936663230	neg
936663231	neg
936663236	neg
936663241	neg
936663275	neg
936663287	neg
936663336	neg
936663357	neg
936663369	neg
936663398	neg
936663413	neg
936663450	neg
936663493	neg
936663633	neg
936663637	neg
936663654	neg
936663661	neg
936663668	neg
936663682	neg
936663704	neg
936663751	neg
936663776	neg
936663830	neg
936663860	neg
936663862	neg
936663872	neg
936663879	neg
936663951	neg
936664021	neg
936664026	neg
936664044	neg
936664046	neg
936664064	neg
936664097	neg
936664129	neg
936664175	neg
936664190	neg
936664260	neg
936664265	neg
936664278	neg
936664333	neg
936664361	neg
936664393	neg
936664395	neg
936664454	neg
936664492	neg
936664505	neg
936664544	neg
936664558	neg
936664613	neg
936664625	neg
936664683	neg
936664729	neg
936664782	neg
936664893	neg
936664909	neg
936664971	neg
936665037	neg
936665046	neg
936665142	neg
936665261	neg
936665274	neg
936665280	neg
936665392	neg
936665419	neg
936665439	neg
936665529	neg
936665569	neg
936665665	neg
936665748	neg
936665819	neg
936665871	neg
936665904	neg
936665973	neg
936666182	neg
936666228	neg
936666392	neg
936666550	neg
936666551	neg
936666771	neg
936666795	neg
936666844	neg
936666901	neg
936666904	neg
936666930	neg
936667076	neg
936667144	neg
936667579	neg
936667711	neg
936667771	neg
936667780	neg
936667810	neg
936667812	neg
936667851	neg
936667883	neg
936667961	neg
936667971	neg
936667983	neg
936667990	neg
936668010	neg
936668071	neg
936668104	neg
936668137	neg
936668188	neg
936668200	neg
936668211	neg
936668216	neg
936668246	neg
936668306	neg
936668310	neg
936668313	neg
936668374	neg
936668485	neg
936668511	neg
936668543	neg
936668567	neg
936668587	neg
936668602	neg
936668642	neg
936668685	neg
936668746	neg
936668788	neg
936668851	neg
936668893	neg
936668900	neg
936668947	neg
936668964	neg
936668975	neg
936668987	neg
936669011	neg
936669015	neg
936669028	neg
936669236	neg
936669279	neg
936669332	neg
936669381	neg
936669430	neg
936669437	neg
936669438	neg
936669444	neg
936669470	neg
936669513	neg
936669589	neg
936669729	neg
936669731	neg
936669783	neg
936669796	neg
936669814	neg
936669848	neg
936669856	neg
936669958	neg
936669994	neg
936670026	neg
936670101	neg
936670105	neg
936670202	neg
936670269	neg
936670283	neg
936670411	neg
936670436	neg
936670593	neg
936670645	neg
936670747	neg
936671002	neg
936671051	neg
936671134	neg
936671157	neg
936671223	neg
936671316	neg
936671669	neg
936671683	neg
936671691	neg
936671702	neg
936671760	neg
936671800	neg
936671849	neg
936671897	neg
936672008	neg
936672268	neg
936672619	neg
936672660	neg
936672744	neg
936672844	neg
936672899	neg
936673124	neg
936673332	neg
936673479	neg
936673894	neg
936674067	neg
936674072	neg
936674115	neg
936674499	neg
936674692	neg
936674711	neg
936674864	neg
936675094	neg
936675433	neg
936675721	neg
936675802	neg
936675971	neg
936676201	neg
936676418	neg
936676483	neg
936676849	neg
936676892	neg
936677041	neg
936677085	neg
936677319	neg
936677447	neg
936677478	neg
936677893	neg
936678074	neg
936678082	neg
936678158	neg
936678216	neg
936678416	neg
936678433	neg
936678455	neg
936678506	neg
936678522	neg
936678584	neg
936678706	neg
936678755	neg
936678837	neg
936678896	neg
936679060	neg
936679343	neg
936679413	neg
936679583	neg
936679613	neg
936679680	neg
936679727	neg
936679800	neg
936679888	neg
936679919	neg
936680136	neg
936680409	neg
936680458	neg
936680757	neg
936680825	neg
936681077	neg
936681387	neg
936681451	neg
936681712	neg
936681734	neg
936681759	neg
936681800	neg
936681822	neg
936681944	neg
936682256	neg
936682407	neg
936682482	neg
936682681	neg
936682700	neg
936682825	neg
936682990	neg
936683171	neg
936683499	neg
936683606	neg
936683681	neg
936683967	neg
936683990	neg
936684028	neg
936684062	neg
936684065	neg
936684171	neg
936684229	neg
936684356	neg
936684540	neg
936684861	neg
936685021	neg
936685078	neg
936685129	neg
936685381	neg
936685459	neg
936685532	neg
936685786	neg
936685934	neg
936685989	neg
936686238	neg
936686385	neg
936686416	neg
936686428	neg
936686660	neg
936686668	neg
936686691	neg
936686752	neg
936686954	neg
936687022	neg
936687057	neg
936687078	neg
936687365	neg
936687385	neg
936687815	neg
936687828	neg
936687869	neg
936687881	neg
936688018	neg
936688086	neg
936688091	neg
936688154	neg
936688155	neg
936688241	neg
936688309	neg
936688585	neg
936688934	neg
936689076	neg
936689101	neg
936689230	neg
936689424	neg
936689555	neg
936689819	neg
936690183	neg
936690251	neg
936690321	neg
936690553	neg
936690559	neg
936690822	neg
936690837	neg
936690899	neg
936690963	neg
936690981	neg
936691015	neg
936691174	neg
936691491	neg
936691504	neg
936691596	neg
936691800	neg
936692009	neg
936692080	neg
936692131	neg
936692138	neg
936692157	neg
936692278	neg
936692473	neg
936692737	neg
936693153	neg
936693236	neg
936693302	neg
936693471	neg
936693572	neg
936693575	neg
936693761	neg
936694066	neg
936694070	neg
936694071	neg
936694143	neg
936694218	neg
936694335	neg
936694514	neg
936694587	neg
936694626	neg
936694663	neg
936694726	neg
936694984	neg
936695376	neg
936695496	neg
936695573	neg
936695755	neg
936695846	neg
936695922	neg
936696163	neg
936696264	neg
936696330	neg
936696433	neg
936696558	neg
936696570	neg
936696837	neg
936696906	neg
936696925	neg
936696974	neg
936697079	neg
936697256	neg
936697335	neg
936697447	neg
936697658	neg
936697933	neg
936698086	neg
936698095	neg
936698108	neg
936698231	neg
936698370	neg
936698433	neg
936698540	neg
936698652	neg
936698656	neg
936698711	neg
936698790	neg
936698972	neg
936698975	neg
936699069	neg
936699156	neg
936699158	neg
936699202	neg
936699311	neg
936699335	neg
936699399	neg
936699562	neg
936699590	neg
936699606	neg
936699915	neg
936699940	neg
936699994	neg
936700002	neg
936700413	neg
936700615	neg
936700663	neg
936700770	neg
936700951	neg
936701029	neg
936701941	neg
936702089	neg
936702206	neg
936702209	neg
936702330	neg
936702510	neg
936703052	neg
936703274	neg
936703367	neg
936703917	neg
936703943	neg
936703957	neg
936704074	neg
936704081	neg
936704485	neg
936704872	neg
936705123	neg
936705247	neg
936705381	neg
936705713	neg
936705837	neg
936706017	neg
936706074	neg
936706094	neg
936706178	neg
936706219	neg
936706226	neg
936706327	neg
936706345	neg
936706437	neg
936706514	neg
936706650	neg
936706720	neg
936706731	neg
936706749	neg
936706759	neg
936706771	neg
936707435	neg
936707795	neg
936708153	neg
936708292	neg
936708391	neg
936708441	neg
936709042	neg
936709052	neg
936709090	neg
936709095	neg
936709394	neg
936709441	neg
936709487	neg
936709600	neg
936710084	neg
936710205	neg
936710314	neg
936710328	neg
936710472	neg
936710513	neg
936710657	neg
936710662	neg
936710682	neg
936711198	neg
936711457	neg
936711535	neg
936711552	neg
936711723	neg
936711916	neg
936712137	neg
936712148	neg
936712520	neg
936712656	neg
936712842	neg
936713118	neg
936713509	neg
936713534	neg
936713542	neg
936713900	neg
936713998	neg
936714035	neg
936714258	neg
936714582	neg
936715689	neg
936715946	neg
936716186	neg
936717195	neg
936717276	neg
936718081	neg
936718320	neg
936718573	neg
936718627	neg
936718758	neg
936718798	neg
936718966	neg
936719093	neg
936719150	neg
936719198	neg
936719319	neg
936719410	neg
936719589	neg
936719695	neg
936719917	neg
936720116	neg
936720323	neg
936720500	neg
936720604	neg
936720647	neg
936720669	neg
936720908	neg
936721277	neg
936721535	neg
936721786	neg
936722330	neg
936722518	neg
936723043	neg
936723288	neg
936723590	neg
936723707	neg
936724142	neg
936724313	neg
936724326	neg
936724597	neg
936724671	neg
936725124	neg
936725155	neg
936725288	neg
936725587	neg
936725596	neg
936725727	neg
936726075	neg
936726211	neg
936726557	neg
936726629	neg
936726936	neg
936727188	neg
936727248	neg
936727388	neg
936727640	neg
936727928	neg
936728721	neg
936728981	neg
936729785	neg
936730347	neg
936730462	neg
936730917	neg
936730962	neg
936731179	neg
936731723	neg
936731742	neg
936732030	neg
936732214	neg
936732715	neg
936732807	neg
936733184	neg
936733340	neg
936733784	neg
936733935	neg
936733944	neg
936734357	neg
936734468	neg
936734619	neg
936735826	neg
936468736	pos
936469906	pos
936469907	pos
936470049	pos
936473550	pos
936474361	pos
936475791	pos
936475857	pos
936476596	pos
936477055	pos
936477231	pos
936477336	pos
936478235	pos
936478277	pos
936478329	pos
936479026	pos
936479048	pos
936479563	pos
936481031	pos
936481044	pos
936481537	pos
936481835	pos
936481887	pos
936482787	pos
936482875	pos
936483241	pos
936483464	pos
936483728	pos
936484496	pos
936486111	pos
936487130	pos
936487282	pos
936488307	pos
936488526	pos
936489889	pos
936490573	pos
936490584	pos
936491401	pos
936492182	pos
936493385	pos
936493600	pos
936494368	pos
936494889	pos
936496625	pos
936497675	pos
936497930	pos
936498987	pos
936499750	pos
936499974	pos
936500191	pos
936500387	pos
936500418	pos
936500866	pos
936500897	pos
936501791	pos
936501953	pos
936503969	pos
936504225	pos
936504461	pos
936504484	pos
936505458	pos
936506367	pos
936506409	pos
936506709	pos
936507310	pos
936507477	pos
936507741	pos
936508078	pos
936508612	pos
936508719	pos
936510612	pos
936510788	pos
936510964	pos
936511636	pos
936511652	pos
936511747	pos
936511947	pos
936512119	pos
936512543	pos
936512587	pos
936513186	pos
936513714	pos
936514273	pos
936514643	pos
936515442	pos
936515529	pos
936515597	pos
936515745	pos
936516013	pos
936517059	pos
936517219	pos
936519668	pos
936519897	pos
936519904	pos
936520121	pos
936520155	pos
936520483	pos
936521502	pos
936521747	pos
936521972	pos
936522187	pos
936522406	pos
936523275	pos
936523447	pos
936523786	pos
936523810	pos
936523873	pos
936524324	pos
936525295	pos
936525378	pos
936526625	pos
936526921	pos
936527197	pos
936527238	pos
936527280	pos
936528028	pos
936528138	pos
936528339	pos
936528602	pos
936528834	pos
936529720	pos
936529747	pos
936529795	pos
936530349	pos
936530447	pos
936531852	pos
936532627	pos
936532660	pos
936532794	pos
936533004	pos
936533178	pos
936533585	pos
936535326	pos
936535730	pos
936535778	pos
936535823	pos
936536308	pos
936536365	pos
936536791	pos
936537030	pos
936537316	pos
936537723	pos
936537735	pos
936537808	pos
936538596	pos
936538876	pos
936539182	pos
936539336	pos
936539562	pos
936540016	pos
936540089	pos
936540902	pos
936541176	pos
936541846	pos
936541860	pos
936542265	pos
936542355	pos
936542495	pos
936542624	pos
936542639	pos
936542640	pos
936543026	pos
936543140	pos
936543873	pos
936544045	pos
936544375	pos
936544678	pos
936550060	pos
936550329	pos
936550971	pos
936551122	pos
936551125	pos
936551691	pos
936551904	pos
936553094	pos
936553095	pos
936553252	pos
936553642	pos
936553792	pos
936553922	pos
936554828	pos
936554924	pos
936555384	pos
936555666	pos
936555799	pos
936556680	pos
936556704	pos
936556744	pos
936557106	pos
936557198	pos
936557855	pos
936558456	pos
936559123	pos
936560221	pos
936562334	pos
936562352	pos
936562769	pos
936563550	pos
936564968	pos
936565868	pos
936568898	pos
936569295	pos
936570022	pos
936570091	pos
936570160	pos
936570360	pos
936570385	pos
936571351	pos
936571597	pos
936572175	pos
936572186	pos
936572209	pos
936572547	pos
936573100	pos
936573521	pos
936573643	pos
936573830	pos
936573857	pos
936573921	pos
936573933	pos
936574040	pos
936574572	pos
936574979	pos
936575001	pos
936575006	pos
936577921	pos
936578066	pos
936578379	pos
936578933	pos
936579133	pos
936579239	pos
936579783	pos
936580281	pos
936580515	pos
936580916	pos
936581423	pos
936582313	pos
936582347	pos
936582741	pos
936583701	pos
936584159	pos
936585389	pos
936585502	pos
936585638	pos
936586809	pos
936589563	pos
936589794	pos
936590064	pos
936590159	pos
936590215	pos
936590277	pos
936590487	pos
936590567	pos
936591411	pos
936591927	pos
936592763	pos
936593037	pos
936593512	pos
936595514	pos
936595801	pos
936596734	pos
936598453	pos
936601601	pos
936603325	pos
936603668	pos
936604310	pos
936604434	pos
936605054	pos
936605349	pos
936605676	pos
936605858	pos
936605946	pos
936606745	pos
936607742	pos
936608439	pos
936608635	pos
936609458	pos
936609680	pos
936610068	pos
936611069	pos
936611457	pos
936611660	pos
936612296	pos
936612747	pos
936612769	pos
936613445	pos
936613453	pos
936613513	pos
936613522	pos
936613584	pos
936614418	pos
936617136	pos
936620059	pos
936622251	pos
936624889	pos
936624948	pos
936626686	pos
936627692	pos
936628373	pos
936628989	pos
936629717	pos
936631239	pos
936631502	pos
936632195	pos
936632478	pos
936634669	pos
936635174	pos
936636747	pos
936637043	pos
936637536	pos
936640219	pos
936640530	pos
936640847	pos
936641050	pos
936641246	pos
936641320	pos
936642168	pos
936645843	pos
936645889	pos
936646146	pos
936646217	pos
936648643	pos
936648644	pos
936649524	pos
936650398	pos
936650609	pos
936651412	pos
936651504	pos
936651638	pos
936651682	pos
936651881	pos
936651887	pos
936652261	pos
936652355	pos
936652638	pos
936652703	pos
936652827	pos
936652921	pos
936652958	pos
936652975	pos
936652989	pos
936653103	pos
936653228	pos
936653262	pos
936653269	pos
936653332	pos
936653349	pos
936653480	pos
936653675	pos
936653741	pos
936653760	pos
936653916	pos
936654006	pos
936654027	pos
936654068	pos
936654356	pos
936654432	pos
936654474	pos
936654619	pos
936655156	pos
936655375	pos
936655454	pos
936655495	pos
936655534	pos
936655917	pos
936656092	pos
936656245	pos
936656471	pos
936656599	pos
936657165	pos
936657560	pos
936658289	pos
936658329	pos
936658357	pos
936658450	pos
936658628	pos
936658744	pos
936658755	pos
936658938	pos
936658955	pos
936658965	pos
936659130	pos
936659197	pos
936659202	pos
936659223	pos
936659421	pos
936659511	pos
936659597	pos
936659820	pos
936659910	pos
936660054	pos
936660124	pos
936660216	pos
936660219	pos
936660281	pos
936660307	pos
936660444	pos
936660486	pos
936660505	pos
936660529	pos
936660645	pos
936660788	pos
936660791	pos
936660987	pos
936661335	pos
936661455	pos
936661459	pos
936661489	pos
936661508	pos
936661512	pos
936661554	pos
936661610	pos
936661660	pos
936661977	pos
936662258	pos
936662290	pos
936662308	pos
936662600	pos
936662748	pos
936662780	pos
936663197	pos
936663244	pos
936663366	pos
936663552	pos
936663734	pos
936663756	pos
936663833	pos
936664152	pos
936664166	pos
936664222	pos
936664562	pos
936664610	pos
936665006	pos
936665064	pos
936665260	pos
936665321	pos
936665460	pos
936665514	pos
936665585	pos
936665621	pos
936665654	pos
936665818	pos
936665959	pos
936665971	pos
936665998	pos
936666650	pos
936666715	pos
936666718	pos
936666737	pos
936666756	pos
936667042	pos
936667268	pos
936667330	pos
936667337	pos
936667667	pos
936667755	pos
936667905	pos
936668110	pos
936668124	pos
936668338	pos
936668548	pos
936668638	pos
936668683	pos
936668688	pos
936668736	pos
936668743	pos
936668752	pos
936668813	pos
936668888	pos
936668899	pos
936668941	pos
936669136	pos
936669158	pos
936669201	pos
936669306	pos
936669401	pos
936669561	pos
936669632	pos
936669661	pos
936669683	pos
936669756	pos
936669966	pos
936669970	pos
936670076	pos
936670138	pos
936670234	pos
936670317	pos
936670452	pos
936670648	pos
936670773	pos
936670807	pos
936671022	pos
936671298	pos
936671313	pos
936671394	pos
936671643	pos
936671843	pos
936671925	pos
936672162	pos
936672197	pos
936672246	pos
936672283	pos
936672391	pos
936672405	pos
936672420	pos
936672448	pos
936672464	pos
936672493	pos
936672620	pos
936672687	pos
936673024	pos
936673045	pos
936673078	pos
936673139	pos
936673196	pos
936673205	pos
936673311	pos
936673427	pos
936673702	pos
936673879	pos
936674137	pos
936674148	pos
936674208	pos
936674444	pos
936674874	pos
936674980	pos
936675200	pos
936675347	pos
936675361	pos
936675427	pos
936675444	pos
936675472	pos
936675482	pos
936675670	pos
936675674	pos
936675689	pos
936675769	pos
936675921	pos
936676047	pos
936676123	pos
936676183	pos
936676251	pos
936676549	pos
936676749	pos
936676809	pos
936676954	pos
936677144	pos
936677162	pos
936677247	pos
936677285	pos
936677318	pos
936677619	pos
936677727	pos
936677916	pos
936678198	pos
936678204	pos
936678588	pos
936678760	pos
936678845	pos
936678855	pos
936678871	pos
936678932	pos
936678977	pos
936679033	pos
936679041	pos
936679084	pos
936679126	pos
936679263	pos
936679295	pos
936679337	pos
936679722	pos
936679791	pos
936679818	pos
936680412	pos
936680584	pos
936680657	pos
936680679	pos
936680758	pos
936680885	pos
936680961	pos
936681113	pos
936681841	pos
936681849	pos
936682115	pos
936682240	pos
936682322	pos
936682522	pos
936682740	pos
936682813	pos
936683138	pos
936683566	pos
936683729	pos
936684179	pos
936684461	pos
936684721	pos
936684787	pos
936685499	pos
936685694	pos
936685734	pos
936685816	pos
936686026	pos
936686250	pos
936686322	pos
936686356	pos
936686512	pos
936686628	pos
936686695	pos
936687772	pos
936687916	pos
936688718	pos
936688819	pos
936688848	pos
936688977	pos
936688986	pos
936689170	pos
936689212	pos
936689236	pos
936689274	pos
936689326	pos
936689550	pos
936689571	pos
936689751	pos
936690007	pos
936690056	pos
936690097	pos
936690573	pos
936690769	pos
936692160	pos
936692868	pos
936693357	pos
936693506	pos
936693664	pos
936693816	pos
936693847	pos
936694519	pos
936695177	pos
936695215	pos
936695750	pos
936696079	pos
936696184	pos
936696282	pos
936696385	pos
936696563	pos
936696647	pos
936697590	pos
936697699	pos
936697978	pos
936698534	pos
936698722	pos
936698832	pos
936700146	pos
936700795	pos
936700945	pos
936700979	pos
936701106	pos
936701144	pos
936701257	pos
936701312	pos
936701327	pos
936701498	pos
936701503	pos
936702244	pos
936702397	pos
936703017	pos
936703826	pos
936704041	pos
936704155	pos
936704471	pos
936704932	pos
936705020	pos
936705253	pos
936705390	pos
936705478	pos
936705673	pos
936707072	pos
936707166	pos
936708239	pos
936708308	pos
936708347	pos
936709164	pos
936710128	pos
936710385	pos
936710829	pos
936711100	pos
936711103	pos
936711574	pos
936711855	pos
936712088	pos
936712772	pos
936712953	pos
936713851	pos
936714944	pos
936715204	pos
936716943	pos
936716950	pos
936717216	pos
936718002	pos
936718106	pos
936718393	pos
936718500	pos
936718815	pos
936719183	pos
936719632	pos
936719924	pos
936720141	pos
936720606	pos
936720856	pos
936721306	pos
936721556	pos
936722147	pos
936722705	pos
936722805	pos
936722882	pos
936723599	pos
936723639	pos
936724023	pos
936724173	pos
936724450	pos
936725419	pos
936725722	pos
936726027	pos
936727123	pos
936727508	pos
936727605	pos
936727968	pos
936728567	pos
936729373	pos
936731002	pos
936731266	pos
936731548	pos
936731578	pos
936731935	pos
936732175	pos
936732843	pos
936733231	pos
936733496	pos
936733754	pos
936734284	pos
936734620	pos
936734854	pos
936735639	pos
936467521	pos
936480029	pos
936483460	neg
936494301	pos
936494930	pos
936495452	pos
936497312	neg
936498590	neg
936498902	pos
936508229	pos
936509217	neg
